frame,read_ms,orange_ms,white_ms,qr_ms,motion_ms,save_img_ms,rename_file_ms,proc_ms,total_ms
244,106.2783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0142,106.2925
245,96.7292,0.5930,1.6104,5.8518,0.0093,0.0117,0.0215,9.4445,106.1737
246,102.1119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0193,102.1312
247,109.2168,1.0680,2.2067,4.7560,0.0058,0.0084,0.0133,9.3085,118.5253
248,103.2995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0117,103.3112
249,103.8433,0.5839,1.5405,4.5750,0.0062,0.0134,0.0152,7.9018,111.7451
250,100.9338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,100.9398
251,105.7062,1.1145,2.0968,5.6954,0.0037,0.0066,0.0090,10.4745,116.1807
252,101.2097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0212,101.2309
253,102.1231,0.5441,1.3611,3.7396,0.0032,0.0043,0.0087,6.7746,108.8977
254,103.7440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0240,103.7680
255,112.1638,0.9151,2.2619,5.2801,0.0030,0.0066,0.0111,9.9956,122.1594
256,105.7001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0313,105.7314
257,98.9989,0.7518,2.1324,4.9115,0.0043,0.0036,0.0086,9.1848,108.1837
258,99.1761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0114,99.1875
259,104.6027,1.4026,2.7001,5.2976,0.0101,0.0099,0.0170,11.3259,115.9286
260,104.1353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0187,104.1540
261,114.3251,0.8891,2.2208,5.4640,0.0068,0.0085,0.0158,10.2716,124.5967
262,101.9444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0136,101.9580
263,113.0891,1.0573,2.7131,6.5638,0.0088,0.0203,0.0327,12.0630,125.1521
264,102.8006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0144,102.8150
265,108.8193,0.9182,2.4986,8.4577,0.0030,0.0023,0.0080,13.1878,122.0071
266,95.2625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0171,95.2796
267,96.8252,1.0754,2.6730,0.0039,0.0070,0.0134,0.0164,5.2017,102.0269
268,110.3470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0128,110.3598
269,100.2491,0.9849,3.0673,5.9297,0.0051,0.0067,0.0111,11.7133,111.9624
270,101.7635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0162,101.7797
271,100.7295,0.5353,1.5544,9.3707,0.2738,0.0178,0.0241,13.2233,113.9528
272,107.9685,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0130,107.9815
273,102.9950,0.6215,1.7051,7.2038,0.0041,0.0045,3.0783,13.7769,116.7719
274,112.4090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0165,112.4255
275,103.6586,0.6948,2.0888,0.0018,0.0059,0.0069,0.0141,3.7333,107.3919
276,101.6286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0105,101.6391
277,93.7837,0.9351,2.5598,0.0028,0.0064,0.0088,0.0139,4.8065,98.5902
278,108.8181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0163,108.8344
279,94.3550,0.8448,2.1126,0.0028,0.0052,0.0103,0.0170,4.4040,98.7590
280,104.4398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0160,104.4558
281,113.9210,0.6733,2.8676,0.0020,0.0045,0.0107,0.0133,4.4289,118.3499
282,115.0650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0077,115.0727
283,114.8151,0.6931,1.4843,0.0014,0.0023,0.0044,0.0076,3.0317,117.8468
284,118.7855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0147,118.8002
285,102.6551,0.8517,1.9725,0.0009,0.0029,0.0025,0.0051,4.0283,106.6834
286,109.0629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0071,109.0700
287,104.8507,0.5887,1.3750,0.0011,0.0018,0.0031,0.0049,3.0396,107.8903
288,98.9616,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0178,98.9794
289,101.6706,0.8392,2.5916,0.0022,0.0025,0.0059,0.0078,4.6794,106.3500
290,99.3623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0149,99.3772
291,98.9168,0.8346,2.3328,0.0015,0.0055,0.0082,0.0119,4.5976,103.5144
292,113.3112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,113.3322
