frame,read_ms,orange_ms,white_ms,qr_ms,motion_ms,save_img_ms,rename_file_ms,proc_ms,total_ms
708,60.8512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0098,60.8610
709,68.3956,0.2828,0.0006,0.0022,0.0023,0.0017,0.0060,1.0834,69.4790
710,68.7558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0214,68.7772
711,66.5975,0.7959,0.0007,0.0026,0.0028,0.0039,0.0082,2.6640,69.2615
712,62.4498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0174,62.4672
713,59.3085,0.5945,0.0006,0.0026,0.0069,0.0023,0.0104,2.0981,61.4066
714,51.0964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0153,51.1117
715,50.3851,0.5067,0.0007,0.0017,0.0068,0.0043,0.0151,1.9447,52.3298
716,52.7972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0160,52.8132
717,55.4859,0.9322,0.2416,0.0013,0.0044,0.0034,0.0088,2.4405,57.9264
718,57.7334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,57.7399
719,55.6624,1.0829,0.3613,2.6965,0.0023,0.0029,0.0064,5.0967,60.7591
720,61.7633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0096,61.7729
721,56.6873,0.5146,0.1915,2.4869,0.0019,0.0023,0.0046,4.8638,61.5511
722,70.2373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0197,70.2570
723,60.4687,1.4056,0.7557,3.7024,0.0056,0.0061,0.0141,7.3588,67.8275
724,58.4567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0072,58.4639
725,67.7110,0.9920,0.2262,3.7825,0.0024,0.0022,0.0091,6.5733,74.2843
726,62.4598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0137,62.4735
727,59.1589,1.1400,0.4460,5.3883,0.0044,0.0032,0.0078,8.3143,67.4732
728,51.8443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0087,51.8530
729,62.3928,1.2252,0.5224,2.8413,0.0030,0.0025,0.0058,5.7948,68.1876
730,56.9901,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0066,56.9967
731,440.1746,6.8763,2.6469,26.1462,0.0054,0.0089,0.0150,43.3901,483.5647
732,246.0673,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0141,246.0814
733,109.8968,1.2054,0.3940,5.9902,0.0032,0.0026,0.0084,8.9038,118.8006
734,97.3022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0125,97.3147
735,94.1065,0.7319,0.2807,6.0564,0.0029,0.0029,0.0076,8.1862,102.2927
736,91.3394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0112,91.3506
737,104.2705,0.6801,0.2804,6.7821,0.0033,0.0031,0.0066,9.1479,113.4184
738,88.9763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0113,88.9876
739,104.5162,0.8406,0.2818,7.2099,0.0026,0.0031,0.0077,9.8019,114.3181
740,87.6147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0136,87.6283
741,97.4986,0.8179,0.2802,8.8323,0.0033,0.0034,4.0666,15.7654,113.2640
742,106.6399,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0162,106.6561
743,119.0823,0.8163,0.3088,9.9585,0.0048,0.0045,0.0094,12.9455,132.0278
744,85.5964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0075,85.6039
745,147.9475,1.2038,0.3517,5.1893,0.0026,0.0032,0.0068,8.0890,156.0365
746,102.8134,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0205,102.8339
747,154.0956,1.0025,0.4725,7.6202,0.0081,0.0076,0.0127,10.6391,164.7347
748,101.6795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0112,101.6907
749,152.1855,1.3736,0.3915,9.9885,0.0051,0.0047,0.0109,13.5878,165.7733
750,72.2278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0188,72.2466
751,64.8200,0.9947,0.2788,6.2464,0.0033,0.0035,0.0071,9.1627,73.9827
752,59.7405,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0129,59.7534
753,69.8221,0.8733,0.2772,7.7686,0.0049,0.0055,0.0127,10.5971,80.4192
754,68.8849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0261,68.9110
755,71.0104,1.4444,0.3170,11.2919,0.0028,0.0027,0.0077,15.2588,86.2692
756,72.7994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0081,72.8075
757,68.0453,1.0542,0.4268,9.1590,0.0031,0.0026,0.0071,12.6693,80.7146
758,68.8746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0142,68.8888
759,77.4966,1.2546,0.5260,10.4253,0.0052,0.0061,0.0113,14.4830,91.9796
760,71.1350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0143,71.1493
761,70.5436,1.3496,0.3703,9.8870,0.0031,0.0027,0.0067,13.4776,84.0212
762,73.0630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0074,73.0704
763,74.0729,0.8634,0.4006,8.3522,0.0031,0.0029,0.0069,10.7343,84.8072
764,132.0227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0082,132.0309
765,98.4459,0.7947,0.2760,6.3917,0.0034,0.0036,0.0074,8.5387,106.9846
766,75.2395,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,75.2458
767,114.6844,0.7368,0.2512,7.1910,0.0022,0.0028,0.0061,9.0772,123.7616
768,94.2723,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0068,94.2791
769,79.7112,0.7522,0.2616,7.4839,0.0028,0.0021,0.0067,9.3974,89.1086
770,81.6808,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0054,81.6862
771,79.7615,0.7763,0.2470,6.2439,0.0031,0.0027,0.0058,8.4885,88.2500
772,82.1110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,82.1171
773,86.1461,0.7594,0.2416,6.6829,0.0033,0.0037,0.0075,8.6571,94.8032
774,66.0467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,66.0532
775,107.7109,0.8197,0.2496,7.5329,0.0025,0.0023,0.0070,9.6201,117.3310
776,75.2133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0059,75.2192
777,82.3339,0.7832,0.2449,10.0040,0.0025,0.0024,0.0069,11.9218,94.2557
778,79.3101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056,79.3157
779,110.3161,0.9888,0.2866,7.5832,0.0029,152.9821,0.0133,162.9007,273.2168
780,61.3389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,61.3453
781,65.7080,0.8048,0.2681,8.7328,0.0037,0.0030,0.0084,10.9183,76.6263
782,70.3603,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0078,70.3681
783,140.9096,0.7632,0.2733,7.7118,0.0031,0.0036,0.0073,9.6538,150.5634
784,98.9125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0102,98.9227
785,94.9534,0.8132,0.2726,9.7255,0.0031,0.0029,0.0075,11.8580,106.8114
786,88.4943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0058,88.5001
787,86.5440,0.8309,0.2618,8.5805,0.0030,0.0028,0.0071,10.6153,97.1593
788,114.7527,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,114.7591
789,87.1435,0.8626,0.2705,7.9111,0.0031,0.0029,0.0069,9.9822,97.1257
790,97.0867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,97.0927
791,142.1440,1.3174,0.4704,11.1668,0.0028,0.0024,0.0072,14.2428,156.3868
792,87.0508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,87.0569
793,151.7139,0.7768,0.2617,7.4515,0.0029,0.0021,0.0062,9.4145,161.1284
794,135.0263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0098,135.0361
795,103.7748,0.8250,0.2785,5.0723,0.0036,0.0073,0.0075,6.9620,110.7368
796,119.1638,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0070,119.1708
797,104.5680,0.8270,0.2202,0.0016,0.0036,0.0026,0.0068,1.8115,106.3795
798,99.4497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0075,99.4572
799,106.4188,0.6545,0.1831,0.0015,0.0025,0.0021,0.0058,1.5807,107.9995
800,80.7562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0057,80.7619
801,68.0542,0.6304,0.1814,0.0020,0.0020,0.0023,0.0060,1.4978,69.5520
802,60.2707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0068,60.2775
803,62.4294,0.2777,0.0006,0.0016,0.0032,0.0029,0.0061,0.9417,63.3711
804,63.0940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0057,63.0997
805,60.6256,0.2511,0.0005,0.0018,0.0027,0.0022,0.0068,0.9044,61.5300
806,82.3219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0085,82.3304
807,61.1067,0.2670,0.0006,0.0022,0.0028,0.0023,0.0060,0.9737,62.0804
808,61.1915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0071,61.1986
809,61.8667,0.2551,0.0013,0.0019,0.0024,0.0021,0.0062,0.9043,62.7710
810,78.9734,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0075,78.9809
811,60.9069,0.3079,0.0006,0.0015,0.0031,0.0030,0.0068,1.1130,62.0199
812,63.2754,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0089,63.2843
813,61.8116,0.2733,0.0005,0.0013,0.0025,0.0029,0.0072,0.9944,62.8060
814,80.0676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0078,80.0754
815,122.0907,0.2652,0.0009,0.0018,0.0026,0.0029,0.0068,0.8896,122.9803
816,118.9204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,118.9268
817,115.1194,0.2597,0.0007,0.0018,0.0024,0.0024,0.0072,0.9207,116.0401
818,149.1722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0105,149.1827
819,105.3990,0.2528,0.0007,0.0017,0.0030,0.0023,0.0058,0.9185,106.3175
820,135.6870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,135.6934
821,109.4955,0.4907,0.0009,0.0025,0.0037,0.0052,0.0098,1.1925,110.6880
822,110.3459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0066,110.3525
823,106.4337,0.4089,0.0007,0.0027,0.0052,0.0038,0.0119,1.4035,107.8372
824,113.1685,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056,113.1741
825,103.7377,0.2886,0.0006,0.0024,0.0030,0.0024,0.0075,1.0050,104.7427
826,97.2015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0062,97.2077
827,100.7719,0.2889,0.0007,0.0019,0.0026,0.0026,0.0068,1.0810,101.8529
828,133.7370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,133.7435
829,114.1472,0.2682,0.0007,0.0015,0.0027,0.0030,0.0064,0.9582,115.1054
830,130.9476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0068,130.9544
831,98.4748,0.2644,0.0006,0.0017,0.0029,0.0028,0.0069,0.9582,99.4330
832,99.6677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0062,99.6739
833,106.8652,0.2892,0.0007,0.0020,0.0029,0.0024,0.0070,1.0030,107.8682
834,105.9465,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,105.9529
835,134.3120,0.2849,0.0012,0.0017,0.0034,0.0028,0.0069,1.0012,135.3132
836,131.5826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0069,131.5895
837,107.1518,0.2783,0.0007,0.0019,0.0035,0.0032,0.0072,1.0166,108.1684
838,92.1333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0069,92.1402
839,121.5365,0.3080,0.0007,0.0019,0.0029,0.0030,0.0067,1.1274,122.6639
840,104.7123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,104.7188
841,113.3891,0.2646,0.0006,0.0013,0.0028,83.9854,0.0203,84.9261,198.3152
842,73.3258,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0077,73.3335
843,71.3627,0.2689,0.0006,0.0016,0.0033,0.0020,0.0071,0.9240,72.2867
844,121.5712,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0072,121.5784
845,88.5702,0.2607,0.0005,0.0016,0.0029,0.0021,0.0074,0.9290,89.4992
846,106.4489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0127,106.4616
847,139.3706,0.3961,0.0007,0.0024,0.0036,0.0028,0.0112,1.3200,140.6906
848,138.5176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0059,138.5235
849,81.5292,0.2743,0.0005,0.0015,0.0023,0.0023,0.0067,0.9484,82.4776
850,69.6843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0071,69.6914
851,83.5636,0.2474,0.0006,0.0018,0.0028,0.0019,0.0069,0.9219,84.4855
852,72.3912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0074,72.3986
853,73.3975,0.2606,0.0005,0.0022,0.0029,0.0027,0.0065,0.9581,74.3556
854,86.1057,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0079,86.1136
855,75.0303,0.2570,0.0006,0.0017,0.0031,0.0028,0.0076,0.9180,75.9483
856,74.1698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0068,74.1766
857,131.7615,0.2843,0.0005,0.0019,0.0025,0.0022,0.0079,0.9891,132.7506
858,82.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0075,82.1275
859,83.3868,0.4713,0.0008,0.0026,0.0043,0.0039,0.0121,1.5699,84.9567
860,72.8811,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0074,72.8885
861,90.0950,0.2848,0.0007,0.0016,0.0027,0.0024,0.0090,1.0329,91.1279
862,69.3668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,69.3733
863,71.8818,0.2860,0.0006,0.0023,0.0026,0.0020,0.0070,0.9885,72.8703
864,90.3669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,90.3733
865,74.9564,0.2823,0.0006,0.0022,0.0027,0.0022,0.0064,0.9857,75.9421
866,150.6456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,150.6519
867,98.7964,0.9113,0.0007,0.0019,0.0061,0.0028,0.0285,1.8083,100.6047
868,89.4772,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0071,89.4843
869,105.2853,0.2893,0.0013,0.0019,0.0029,0.0020,0.0079,1.0535,106.3388
870,186.9447,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0077,186.9524
871,108.0593,0.2869,0.0007,0.0018,0.0027,0.0022,0.0076,1.0914,109.1507
872,73.7020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,73.7081
873,112.2961,0.2824,0.0007,0.0017,0.0029,0.0023,0.0074,1.0280,113.3241
874,99.7187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0072,99.7259
875,116.1664,0.2705,0.0006,0.0017,0.0025,0.0022,0.0069,0.9534,117.1198
876,149.5980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0073,149.6053
877,86.5056,0.2910,0.0006,0.0020,0.0026,0.0025,0.0072,1.0329,87.5385
878,121.5594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0076,121.5670
879,117.0887,0.3834,0.0007,0.0030,0.0040,0.0037,0.0102,1.4863,118.5750
880,109.6672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0071,109.6743
881,135.5276,0.2772,0.0005,0.0018,0.0026,0.0027,0.0073,0.9818,136.5094
882,125.0794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0062,125.0856
883,122.0352,0.2809,0.0005,0.0018,0.0028,0.0028,0.0074,0.9825,123.0177
884,103.7747,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0068,103.7815
885,115.6949,0.2822,0.0006,0.0018,0.0024,0.0028,0.0098,1.3406,117.0355
886,130.4856,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0077,130.4933
887,118.9342,0.2775,0.0006,0.0016,0.0027,0.0023,0.0076,0.9697,119.9039
888,92.7816,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0067,92.7883
889,93.5838,0.2745,0.0006,0.0017,0.0030,0.0020,0.0072,0.9797,94.5635
890,117.2635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,117.2699
891,109.5876,0.2887,0.0011,0.0027,0.0037,0.0047,0.0111,1.0344,110.6220
892,81.2352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0062,81.2414
893,128.6119,0.2641,0.0007,0.0016,0.0025,0.0024,0.0066,0.9814,129.5933
894,134.6463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0136,134.6599
895,107.0594,0.2748,0.0006,0.0021,0.0028,0.0028,0.0072,0.9848,108.0442
896,111.6109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0062,111.6171
897,95.3579,0.2668,0.0006,0.0019,0.0030,0.0020,0.0078,1.1880,96.5459
898,104.0245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0057,104.0302
899,109.3372,0.2651,0.0007,0.0016,0.0025,0.0018,0.0207,1.0013,110.3385
900,91.2612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0290,91.2902
901,80.2972,0.2676,0.0006,0.0015,0.0029,0.0020,0.0073,0.9542,81.2514
902,65.6244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,65.6308
903,66.2908,0.2733,0.0006,0.0017,0.0031,0.0020,0.0072,0.9784,67.2692
904,67.8164,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056,67.8220
905,84.3531,0.2939,0.0013,0.0020,0.0028,0.0020,0.0071,1.0962,85.4493
906,66.2902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0069,66.2971
907,66.0076,0.2849,0.0005,0.0022,0.0025,0.0021,0.0071,0.9734,66.9810
908,66.5148,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0062,66.5210
909,66.4859,0.3553,0.0005,0.0017,0.0031,0.0023,0.0078,1.2218,67.7077
910,70.8889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0084,70.8973
911,84.6159,0.3087,0.0007,0.0018,0.0025,0.0020,0.0067,1.0005,85.6164
912,68.8047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0085,68.8132
913,66.0636,0.3123,0.0007,0.0016,0.0026,0.0021,0.0069,1.1088,67.1724
914,101.6560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,101.6621
915,101.1970,0.3226,0.0006,0.0018,0.0027,0.0022,0.0072,1.0380,102.2350
916,110.2479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,110.2540
917,118.7567,0.3543,0.0013,0.0022,0.0023,0.0022,0.0073,1.0577,119.8144
918,136.7257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0058,136.7315
919,107.0160,0.3904,0.0006,0.0018,0.0024,0.0026,0.0075,1.0667,108.0827
920,119.1071,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0073,119.1144
921,97.6339,0.3962,0.0007,0.0016,0.0023,0.0025,0.0072,1.1067,98.7406
922,84.1859,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,84.1924
923,128.7254,0.4064,0.0006,0.0018,0.0037,0.0021,0.0068,1.0903,129.8157
924,138.4327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,138.4390
925,118.7053,0.7396,0.3232,5.0235,0.0030,0.0029,0.0068,7.1492,125.8545
926,63.5298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056,63.5354
927,95.9234,0.9178,0.3014,5.2350,0.0029,0.0036,3.3683,10.6085,106.5319
928,125.4498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0058,125.4556
929,100.3951,0.7954,0.2860,5.2737,0.0028,0.0026,0.0062,7.1390,107.5341
930,108.9164,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0072,108.9236
931,106.7819,0.7618,0.2956,5.2697,0.0030,0.0037,0.0076,7.0207,113.8026
932,80.9581,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0070,80.9651
933,143.2943,0.7721,0.3239,6.9587,0.0047,0.0048,0.0100,8.8992,152.1935
934,102.2128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0097,102.2225
935,104.9006,0.7902,0.3369,10.8943,0.0028,0.0037,0.0072,13.0967,117.9973
936,90.4655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0071,90.4726
937,104.3130,0.8495,0.3201,11.6163,0.0025,0.0028,0.0065,13.5215,117.8345
938,121.7618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,121.7679
939,96.6353,1.1338,0.5261,10.2793,0.0034,0.0026,0.0078,12.8750,109.5103
940,93.5605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,93.5670
941,100.4202,0.6932,0.3180,13.1045,0.0040,0.0032,0.0084,15.1707,115.5909
942,80.8121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0175,80.8296
943,111.8112,0.8881,0.3159,10.2081,0.0034,0.0029,0.0073,12.1446,123.9558
944,104.2247,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0072,104.2319
945,98.8180,0.7509,0.3365,12.2237,0.0041,0.0051,0.0091,14.5033,113.3213
946,78.8534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,78.8595
947,98.1863,0.9449,0.3322,12.9952,0.0038,0.0026,0.0058,15.4783,113.6646
948,72.9598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,72.9661
949,116.5110,0.8912,0.3253,10.9589,0.0027,0.0026,0.0063,13.3304,129.8414
950,81.6320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0058,81.6378
951,69.3595,0.8681,0.3227,9.9657,0.0032,0.0027,0.0079,12.0047,81.3642
952,64.3561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0068,64.3629
953,82.6580,0.7068,0.3474,10.9943,0.0028,0.0025,0.0065,12.7220,95.3800
954,82.4782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,82.4843
955,131.3077,1.1937,0.5638,12.5134,0.0037,0.0033,0.0079,15.2426,146.5503
956,72.1190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0088,72.1278
957,87.5454,0.7547,0.3613,12.4088,0.0040,0.0026,0.0070,14.5008,102.0462
958,83.9562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,83.9627
959,110.5052,1.1226,0.4496,16.2052,0.0031,0.0029,0.0075,18.6754,129.1806
960,70.6459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,70.6524
961,74.6936,0.7795,0.3690,13.0352,0.0032,0.0027,0.0072,14.9317,89.6253
962,71.6669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0115,71.6784
963,66.7921,0.7344,0.3595,12.2916,0.0030,0.0029,0.0073,14.0940,80.8861
964,67.7637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0076,67.7713
965,129.1178,0.7828,0.3885,13.4373,0.0034,78.4186,0.0178,93.8604,222.9782
966,71.9250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0083,71.9333
967,72.6914,0.7904,0.3640,11.0206,0.0031,0.0038,0.0076,12.9328,85.6242
968,70.0328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0069,70.0397
969,91.6503,0.7988,0.3911,12.2137,0.0031,0.0038,0.0068,14.4876,106.1379
970,95.7046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0073,95.7119
971,144.4055,1.0147,0.4962,11.4306,0.0040,0.0041,0.0085,13.8196,158.2251
972,117.1573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0067,117.1640
973,133.8421,0.8764,0.3701,11.2436,0.0042,0.0036,0.0074,13.3422,147.1843
974,94.4040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0067,94.4107
975,122.3741,0.8359,0.3757,11.5640,0.0034,0.0035,0.0075,13.5677,135.9418
976,103.0966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0067,103.1033
977,146.4779,0.7729,0.3540,10.0057,0.0032,0.0033,0.0077,11.8671,158.3450
978,112.3791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0059,112.3850
979,116.9598,0.9231,0.3565,7.7176,0.0036,0.0034,0.0069,9.8350,126.7948
980,115.3548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0071,115.3619
981,119.9563,0.7903,0.3477,9.7499,0.0036,0.0028,0.0081,12.0426,131.9989
982,106.9426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0071,106.9497
983,116.6192,0.9771,0.3362,7.8429,0.0030,0.0025,0.0065,10.2055,126.8247
984,98.0370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0079,98.0449
985,135.3083,0.9782,0.3201,4.7134,0.0024,0.0022,0.0070,6.8247,142.1330
986,99.0532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0141,99.0673
987,137.1488,0.8423,0.2529,0.0018,0.0026,0.0031,0.0070,1.8276,138.9764
988,117.6764,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0068,117.6832
989,104.4928,0.8049,0.1994,0.0017,0.0028,0.0033,0.0056,1.6972,106.1900
990,104.3268,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,104.3331
991,121.5968,0.7869,0.1878,0.0017,0.0023,0.0030,0.0058,1.6379,123.2347
992,102.6732,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,102.6795
993,102.1198,1.1386,0.3447,0.0022,0.0038,0.0042,0.0090,2.4348,104.5546
994,112.8131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,112.8196
995,110.8115,0.9626,0.1983,0.0021,0.0024,0.0025,0.0064,2.0175,112.8290
996,102.8662,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0066,102.8728
997,105.3350,1.1211,0.2308,0.0020,0.0025,0.0028,0.0060,2.2477,107.5827
998,110.9063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0104,110.9167
999,103.6271,0.7326,0.1869,0.0015,0.0025,0.0025,0.0059,1.5424,105.1695
1000,108.3096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0067,108.3163
1001,125.2741,0.7914,0.2255,0.0022,0.0030,0.0024,0.0069,1.7406,127.0147
1002,70.0590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0069,70.0659
1003,71.7290,0.7502,0.2056,0.0016,0.0028,0.0021,0.0060,1.6585,73.3875
